Date,Open,Close,High,Low,Volume
2021-11-04 09:00:00,61635.19123124,61817.55176297,61860.0,61346.0,125.75156762
2021-11-04 10:00:00,61803.0,61936.0,61963.0,61650.0,109.23215515
2021-11-04 11:00:00,61920.0,61450.0,61970.0,61277.0,147.2272626
2021-11-04 12:00:00,61449.0,61873.0,61883.0,61344.8950687,152.10580094
2021-11-04 13:00:00,61874.0,62122.0,62191.94577299,61597.0,145.07616635
2021-11-04 14:00:00,62109.0,61781.00967544,62372.0,61698.0,111.40611399
2021-11-04 15:00:00,61780.0,61048.0,61844.0,60814.0,362.54971382
2021-11-04 16:00:00,61045.0,61185.0,61324.0,60850.0,213.76296012
2021-11-04 17:00:00,61186.0,60872.67380292,61255.10032035,60763.0,212.81266391
2021-11-04 18:00:00,60855.25812268,60756.0,61373.38411299,60740.0,219.70153808
2021-11-04 19:00:00,60751.42909206,61226.0,61282.0,60700.0,83.42388989
2021-11-04 20:00:00,61226.0,61311.0,61537.10304619,61083.0,37.01527872
2021-11-04 21:00:00,61335.0,61381.0,61470.0,61154.0,74.34118107
2021-11-04 22:00:00,61371.0,61149.0,61395.45094777,61032.0,29.16099252
2021-11-04 23:00:00,61153.0,61414.88951003,61500.08284432,61134.85922606,96.81445771
2021-11-05 00:00:00,61410.0,60872.0,61497.0,60836.0,70.73769767
2021-11-05 01:00:00,60872.0,61787.0,61787.0,60845.0,81.69906202
2021-11-05 02:00:00,61786.0,61670.74675784,61965.0,61670.74675784,61.43884754
2021-11-05 03:00:00,61671.0,62240.0,62350.0,61671.0,71.77153372
2021-11-05 04:00:00,62227.04524858,62117.0,62331.0,62102.0,105.4827833
2021-11-05 05:00:00,62118.0,62178.0,62182.0,61921.0,20.34852101
2021-11-05 06:00:00,62179.16500581,62206.0,62600.0,62179.16500581,141.42534444
2021-11-05 07:00:00,62217.0,62161.0,62495.0,62138.0,42.01770695
2021-11-05 08:00:00,62162.94015031,62217.0,62235.0,62006.0,72.0737608
2021-11-05 09:00:00,62235.0,61720.0,62254.0,61571.0,110.78075874
2021-11-05 10:00:00,61738.0,61599.02722821,61810.03987558,61494.0,44.13858542
2021-11-05 11:00:00,61600.0,61289.0,61798.0,61247.0,108.90062462
2021-11-05 12:00:00,61289.0,61545.7046199,61576.0,61205.0,127.59228365
2021-11-05 13:00:00,61546.0,61813.68547746,61922.0,61461.0,118.9381807
2021-11-05 14:00:00,61811.0,61289.0,61881.8510319,61237.2453275,116.97253775
2021-11-05 15:00:00,61288.0,60807.0,61350.0,60735.0,395.47740101
2021-11-05 16:00:00,60807.0,60895.0080087,61013.0,60759.0,86.40256359
2021-11-05 17:00:00,60896.0,60995.0,61103.0,60801.0,42.33086846
2021-11-05 18:00:00,60994.03422259,61203.0,61393.0,60939.0,113.91097942
2021-11-05 19:00:00,61216.0,61138.76986949,61220.0,60865.0,94.80587222
2021-11-05 20:00:00,61136.0,60955.0,61136.0,60764.0,88.36998933
2021-11-05 21:00:00,60947.0,61078.0,61222.0,60928.0,62.53180645
2021-11-05 22:00:00,61077.0,61097.0,61346.0,61031.0,39.83201382
2021-11-05 23:00:00,61100.0,61005.0,61100.0,60849.0,38.02883614
2021-11-06 00:00:00,60995.0,61225.0,61299.0,60844.0,31.8342733
2021-11-06 01:00:00,61225.0,61198.0,61298.0,61011.0,19.94423054
2021-11-06 02:00:00,61198.0,61010.0,61234.0,60931.0,27.40295494
2021-11-06 03:00:00,61006.0,61140.0,61168.0,60965.0,34.95024483
2021-11-06 04:00:00,61140.0,61243.0,61312.0,61033.0,66.79914582
2021-11-06 05:00:00,61245.0,61473.0,61509.0,61245.0,49.83039252
2021-11-06 06:00:00,61476.0,61309.0,61583.0,61211.0,23.29400862
2021-11-06 07:00:00,61303.0,60819.0,61309.0,60516.0,229.56346437
2021-11-06 08:00:00,60824.0,61033.0,61346.0,60776.0,160.56328584
2021-11-06 09:00:00,61034.0,60959.62615965,61161.0,60900.0,44.7041241
2021-11-06 10:00:00,60960.0,60498.0,61008.0,60455.0,380.42015227
2021-11-06 11:00:00,60497.0,60329.0,60606.0,60108.0,605.40465845
2021-11-06 12:00:00,60328.0,60259.0,60585.43910931,60100.0,279.39693779
2021-11-06 13:00:00,60259.0,60532.0,60673.0,60258.0,130.14447626
2021-11-06 14:00:00,60531.0,60622.0,60700.0,60308.0,121.54069947
2021-11-06 15:00:00,60594.0,60673.0,60773.0,60594.0,60.00009343
2021-11-06 16:00:00,60672.0,60628.0,60830.0,60476.0,108.83918229
2021-11-06 17:00:00,60628.0,60716.0,60857.88974725,60600.0,78.42948336
2021-11-06 18:00:00,60716.0,60773.0,60857.0,60700.0,38.14738468
2021-11-06 19:00:00,60768.0,61182.0,61194.0,60766.0,91.69173607
2021-11-06 20:00:00,61183.0,61167.0,61400.0,61133.0,132.21041657
2021-11-06 21:00:00,61167.0,61410.0,61493.0,61167.0,102.97158633
2021-11-06 22:00:00,61412.0,61371.0,61500.0,61332.0,56.07033073
2021-11-06 23:00:00,61380.0,61495.04388678,61499.0,61302.0,57.69265389
2021-11-07 00:00:00,61495.04388678,61940.0,61940.0,61400.0,263.53438639
2021-11-07 01:00:00,61940.0,61943.0,62333.0,61900.0,483.21195736
2021-11-07 02:00:00,61944.0,62000.0,62166.0,61853.0,101.27361586
2021-11-07 03:00:00,62001.0,62230.0,62256.0,62000.0,75.14550663
2021-11-07 04:00:00,62231.0,62248.0,62353.0,62200.0,93.25565216
2021-11-07 05:00:00,62248.0,61991.0,62248.35788975,61991.0,50.28546149
2021-11-07 06:00:00,61992.0,61887.0,62122.0,61857.0,66.57481741
2021-11-07 07:00:00,61886.0,61808.86409952,61968.0,61777.0,39.88909732
2021-11-07 08:00:00,61808.86409952,61723.0,61879.0,61700.0,59.06630322
2021-11-07 09:00:00,61729.01163662,62037.0,62045.0,61528.0,121.31844146
2021-11-07 10:00:00,62022.58769599,61973.0,62394.0,61900.0,286.85677499
2021-11-07 11:00:00,61986.0,61950.37868613,61991.0,61665.0,126.59651883
2021-11-07 12:00:00,61951.0,61826.0,62161.0,61802.0,154.94232426
2021-11-07 13:00:00,61829.0,61928.0,62185.0,61829.0,129.46733724
2021-11-07 14:00:00,61904.0,61838.0,62078.0403048,61835.0,53.3477522
2021-11-07 15:00:00,61837.0,61977.0,62005.25875574,61756.0,96.40091154
2021-11-07 16:00:00,61977.0,62076.0,62253.0,61977.0,129.73832537
2021-11-07 17:00:00,62082.0,62494.0,62573.0,62072.0,184.0273698
2021-11-07 18:00:00,62492.0,62489.98203315,62543.77398482,62135.0,114.33950172
2021-11-07 19:00:00,62487.0,62305.91497227,62545.64008147,62187.94332464,43.38644522
2021-11-07 20:00:00,62308.22550832,62654.0,62836.25558717,62214.0,143.1885819
2021-11-07 21:00:00,62654.0,62864.3476971,63079.0,62654.0,230.80842231
2021-11-07 22:00:00,62866.0,62846.0,63042.0,62818.16342457,69.17360024
2021-11-07 23:00:00,62849.0,63263.0,63279.0,62776.18758493,118.74908625
2021-11-08 00:00:00,63277.0,65051.0,65064.0,63277.0,1561.40359689
2021-11-08 01:00:00,65054.0,65141.00171594,65631.0,65020.0,778.17960465
2021-11-08 02:00:00,65130.60208108,65104.04383573,65397.10340182,65064.9625426,107.96875544
2021-11-08 03:00:00,65110.0,65206.0,65255.0,65038.0,156.03869337
2021-11-08 04:00:00,65206.0,65190.0,65387.0,65105.0,158.26188389
2021-11-08 05:00:00,65202.0,65445.0,65631.0,65146.0,157.0464664
2021-11-08 06:00:00,65470.97296204,65942.0,66138.0,65398.81988227,802.66109868
2021-11-08 07:00:00,65943.0,65967.0,66348.0,65587.0,356.64186993
2021-11-08 08:00:00,65967.0,66234.0,66260.0,65636.0,189.2592696
2021-11-08 09:00:00,66239.0,66100.0,66398.0,66037.0,224.73585726
2021-11-08 10:00:00,66101.0,66036.03087353,66167.0,65762.0,154.36698721
2021-11-08 11:00:00,66036.03087353,66041.0,66072.0,65790.0,199.86364363
2021-11-08 12:00:00,66039.225211,65832.0,66124.20988104,65785.0,155.03981199
2021-11-08 13:00:00,65833.0,65424.06414328,65971.0,65372.0,244.61284189
2021-11-08 14:00:00,65424.0,65358.0,65603.0,65257.0,220.15747609
2021-11-08 15:00:00,65357.0,66416.0,66500.0,65315.22070531,407.47775236
2021-11-08 16:00:00,66416.0,65958.0,66551.0,65918.0,157.19762373
2021-11-08 17:00:00,65962.0,65999.0,66219.0,65888.0,188.4363558
2021-11-08 18:00:00,65994.05080531,65941.83946021,66000.0,65824.0,97.73985873
2021-11-08 19:00:00,65942.0,65835.0,66103.0,65835.0,55.4492274
2021-11-08 20:00:00,65838.0,66069.0,66163.0,65651.0,312.9636199
2021-11-08 21:00:00,66070.0,66136.0,66424.0,65982.0,108.06767486
2021-11-08 22:00:00,66136.0,66531.0,66586.0,66098.52917151,102.58047307
2021-11-08 23:00:00,66531.6319578,67526.0,67665.0,66412.0,2085.36726936
2021-11-09 00:00:00,67526.0,67634.77655119,67721.0,67120.0,280.66104134
2021-11-09 01:00:00,67634.0,67500.0,67661.0,67374.97031034,84.3504908
2021-11-09 02:00:00,67524.0,67602.0,67783.0,67312.0,231.4279139
2021-11-09 03:00:00,67608.16298159,68417.0,68444.0,67478.0,906.51813774
2021-11-09 04:00:00,68422.0,68257.0,68424.0,68133.0,250.02118106
2021-11-09 05:00:00,68254.0,68113.00720076,68325.0,67890.0,146.84858247
2021-11-09 06:00:00,68114.60909993,68019.0,68165.22864288,67750.0,264.48792823
2021-11-09 07:00:00,68024.66372276,67857.0,68081.0,67654.0,142.21062723
2021-11-09 08:00:00,67853.0,68067.0,68091.0,67710.0,80.51100511
2021-11-09 09:00:00,68067.41843378,68177.0,68177.0,67875.0,172.3223918
2021-11-09 10:00:00,68177.0,67827.0,68192.0,67826.0,217.55550947
2021-11-09 11:00:00,67826.0,67582.0,67882.0,67351.0,269.78458799
2021-11-09 12:00:00,67582.0,67529.0,67686.0,67262.0,221.75843955
2021-11-09 13:00:00,67529.0,67993.0,67993.0,67499.88132455,315.4739056
2021-11-09 14:00:00,67992.85904001,67401.0,67992.85904001,67143.0,532.61859771
2021-11-09 15:00:00,67387.0,66836.0,67506.0,66656.0,631.91876677
2021-11-09 16:00:00,66812.0,66708.0,67035.0,66437.0,329.79041154
2021-11-09 17:00:00,66709.0,66813.08492452,66904.0,66326.0,283.97777493
2021-11-09 18:00:00,66801.0,66550.0,67242.0,66550.0,137.53976173
2021-11-09 19:00:00,66551.0,66826.0,66829.0,66375.0,78.71504449
2021-11-09 20:00:00,66825.0,67352.0,67352.0,66671.0,163.10383726
2021-11-09 21:00:00,67352.0,67715.0,67760.0,67264.0,242.15634421
2021-11-09 22:00:00,67732.0,67291.0,67732.0,66992.0,240.08044677
2021-11-09 23:00:00,67294.0,66938.0,67409.0,66776.0,240.69786438
2021-11-10 00:00:00,66937.19022637,66972.0,67359.0,66774.0,147.23000759
2021-11-10 01:00:00,66971.0,66990.0,67291.0,66856.0,77.43259967
2021-11-10 02:00:00,66990.0,66787.0,67158.0659246,66786.28595852,52.76485958
2021-11-10 03:00:00,66787.29965098,66463.0,66787.29965098,66348.0,196.62210667
2021-11-10 04:00:00,66462.0,66608.0,66631.0,66260.0,114.89719142
2021-11-10 05:00:00,66608.0,66295.0,66608.0,66263.28668684,79.76173134
2021-11-10 06:00:00,66315.0,66504.0,66569.0,66243.0,97.75197127
2021-11-10 07:00:00,66504.0,66412.0,66693.48992001,66300.0,145.90524867
2021-11-10 08:00:00,66409.0,66611.0,66808.0,66349.0,201.00563129
2021-11-10 09:00:00,66607.28229748,66663.0,66787.0,66544.0,114.11282779
2021-11-10 10:00:00,66663.50775063,66780.0,67044.0,66625.0,129.78654866
2021-11-10 11:00:00,66780.0,66512.0,66893.0,66512.0,145.16752132
2021-11-10 12:00:00,66514.0,66380.0,66898.0,66265.0,365.32295847
2021-11-10 13:00:00,66373.0,67955.0,68039.0,65877.0,1018.90409353
2021-11-10 14:00:00,67968.0,68371.38613919,68958.0,67900.0,1116.46689071
2021-11-10 15:00:00,68371.38613919,68308.43623176,68474.0,68143.0,184.99104608
2021-11-10 16:00:00,68313.0,68511.0,68735.0,68311.89016493,308.95154741
2021-11-10 17:00:00,68503.0,68601.0,68737.0,68450.0,148.36968329
2021-11-10 18:00:00,68601.0,67788.0,68601.0,67655.0,634.63376385
2021-11-10 19:00:00,67785.0,66671.0,68000.0,66605.0,829.84032585
2021-11-10 20:00:00,66671.0,65832.0,67009.0,65150.0,1894.34695083
2021-11-10 21:00:00,65827.0,64252.0,66158.0,62866.0,3607.78842474
2021-11-10 22:00:00,64238.0,65149.0,65255.0,63846.0,391.63295477
2021-11-10 23:00:00,65111.0,64871.0,65111.0,64241.0,231.26532967
2021-11-11 00:00:00,64871.0,64922.0,64990.0,64143.0,266.33091322
2021-11-11 01:00:00,64920.0,64717.73152213,65035.0,64358.0,166.83502919
2021-11-11 02:00:00,64716.0,64478.0,64716.0,64079.0,84.40799472
2021-11-11 03:00:00,64478.0,64731.0,64807.0,64333.0,85.66489347
2021-11-11 04:00:00,64724.0,64586.0,64765.0,64389.0,71.77925549
2021-11-11 05:00:00,64586.0,64645.0,64877.7706985,64552.36510714,48.7372103
2021-11-11 06:00:00,64645.0,64794.0,64950.0,64504.0,73.23937003
2021-11-11 07:00:00,64795.0,65177.08172076,65303.0,64795.0,142.0195681
2021-11-11 08:00:00,65177.08172076,65343.53520839,65369.0,64585.51911159,144.6792873
2021-11-11 09:00:00,65344.00214269,65310.10993864,65541.0,64991.0,148.02971139
2021-11-11 10:00:00,65318.0,65213.0,65336.8752802,65049.24369565,69.68914902
2021-11-11 11:00:00,65213.0,65224.81138346,65279.0,64960.0,52.82824159
2021-11-11 12:00:00,65224.0,65006.0,65313.0,64675.0,117.20693853
2021-11-11 13:00:00,64996.0,64725.0,65129.0,64631.0,118.37059374
2021-11-11 14:00:00,64725.0,65158.0,65426.0,64409.0,249.55724802
2021-11-11 15:00:00,65151.0,64784.41722367,65300.0,64662.50718974,121.91189938
2021-11-11 16:00:00,64785.0,65089.0,65200.0,64722.0,353.85893493
2021-11-11 17:00:00,65089.0,64954.0,65267.86807777,64928.0,219.50234319
2021-11-11 18:00:00,64954.0,64773.0,65020.79789847,64611.0,59.29624138
2021-11-11 19:00:00,64771.11115691,65152.0,65236.62627985,64751.0,76.8366337
2021-11-11 20:00:00,65153.0,64812.09117598,65221.0,64780.0,37.82443785
2021-11-11 21:00:00,64813.0,65041.0,65081.0,64774.0,38.3545071
2021-11-11 22:00:00,65041.0,65182.0,65336.59268249,64911.67070088,33.47718138
2021-11-11 23:00:00,65174.0,64791.0,65188.0,64782.0,84.58216816
2021-11-12 00:00:00,64785.0,64839.0,64936.0,64666.0,96.7203211
2021-11-12 01:00:00,64838.0952381,65091.89245474,65350.0,64075.0,229.16557635
2021-11-12 02:00:00,65091.0,64997.0,65421.0,64924.0,90.83153214
2021-11-12 03:00:00,64998.0,64825.68819596,65051.0,64751.0,28.21350812
2021-11-12 04:00:00,64820.97909246,64960.0,65046.0,64707.0,74.81641461
2021-11-12 05:00:00,64970.0,64678.0,65000.0,64678.0,62.62637687
2021-11-12 06:00:00,64679.0,64516.5172393,64820.22992715,64456.86640228,117.19245459
2021-11-12 07:00:00,64501.0,64430.0,64609.0,64200.0,198.10143192
2021-11-12 08:00:00,64449.0,64885.0,64926.0,64222.0,90.62180049
2021-11-12 09:00:00,64885.0,63779.0,64885.84934125,63633.0,479.51414758
2021-11-12 10:00:00,63783.0,63600.0,64165.0,63536.0,297.771148
2021-11-12 11:00:00,63600.0,63723.0,64002.0,63480.71323559,359.57442235999997
2021-11-12 12:00:00,63727.98562794,63810.0,64150.0,63330.0,334.19152491
2021-11-12 13:00:00,63806.0,63958.20775568,64053.0,63250.0,396.99977016
2021-11-12 14:00:00,63967.0,63489.13036201,64165.1547324,63471.0,126.09749483
2021-11-12 15:00:00,63489.13036201,63169.25823138,63549.0,62895.01398606,374.510271
2021-11-12 16:00:00,63169.0,63061.10421304,63351.0,62255.0,664.96627843
2021-11-12 17:00:00,63061.10421304,63611.43707605,63673.0,62939.0,196.42497937
2021-11-12 18:00:00,63612.0,63903.0,64125.0,63565.0,286.9108025
2021-11-12 19:00:00,63903.0,63869.96758585,63919.0,63577.0,72.61328694
2021-11-12 20:00:00,63867.09472877,64132.0,64244.0,63866.0,291.76746683
2021-11-12 21:00:00,64128.0,64101.0,64495.0,64012.0,122.08631417
2021-11-12 22:00:00,64082.0,63939.0,64198.0,63731.0,68.80929234
2021-11-12 23:00:00,63939.0,64134.0,64359.0,63851.28563091,58.66476797
2021-11-13 00:00:00,64134.0,64359.0,64441.93448082,64134.0,44.57619174
2021-11-13 01:00:00,64359.0,63871.0,64415.0,63851.0,58.97977074
2021-11-13 02:00:00,63885.0,63698.0,64002.0,63594.0,56.16914675
2021-11-13 03:00:00,63703.0,63773.0,63861.0,63624.0,25.56962112
2021-11-13 04:00:00,63767.0,63689.0,63922.0,63555.0,29.30647342
2021-11-13 05:00:00,63690.0,63638.0,63819.0,63509.13730561,21.56340504
2021-11-13 06:00:00,63625.0,63914.0,63914.0,63612.0,29.1944245
2021-11-13 07:00:00,63876.0,64029.0,64120.0,63731.0,25.78549886
2021-11-13 08:00:00,64034.0,63836.0,64091.0,63793.0,259.44389194
2021-11-13 09:00:00,63850.0,63487.0,63898.0,63405.0,64.36771407
2021-11-13 10:00:00,63464.0,63729.31741777,63732.0,63405.0,35.3207316
2021-11-13 11:00:00,63730.0,63584.0,63799.0,63527.0,36.17383088
2021-11-13 12:00:00,63554.0,63534.0,63791.20196995,63419.91974265,52.16100794
2021-11-13 13:00:00,63533.0,63599.0,63736.0,63488.38313208,27.13981973
2021-11-13 14:00:00,63605.0,64745.30074317,64832.0,63586.0,279.40087844
2021-11-13 15:00:00,64745.30074317,64698.0,64816.0,64543.42151792,164.79602149
2021-11-13 16:00:00,64698.0,64619.0,64988.98628182,64613.36617326,106.45196371
2021-11-13 17:00:00,64620.0,64641.0,64687.0,64534.0,33.89240942
2021-11-13 18:00:00,64641.0,64137.90759591,64686.0,63948.0,200.01504298
2021-11-13 19:00:00,64137.90759591,63942.0,64200.0,63895.0,78.64051882
2021-11-13 20:00:00,63942.0,64366.0,64432.0,63942.0,47.44703116
2021-11-13 21:00:00,64366.22458204,64378.0,64378.0,64110.0,45.58751176
2021-11-13 22:00:00,64354.0,64268.0,64453.0,64129.0,23.81572838
2021-11-13 23:00:00,64268.0,64398.0,64589.0,64255.18556975,122.41337882
2021-11-14 00:00:00,64395.0,64987.58424973,65311.0,64395.0,257.07376716
2021-11-14 01:00:00,64992.0,64800.0,65090.0,64645.0,38.92733654
2021-11-14 02:00:00,64803.0,64652.0,64938.0,64651.0,32.92140778
2021-11-14 03:00:00,64650.50528088,64638.0,64835.0,64526.0,54.02524496
2021-11-14 04:00:00,64639.0,64777.0,65019.0,64639.0,54.44140525
2021-11-14 05:00:00,64771.0,64904.0,64977.0,64503.0,57.27841743
2021-11-14 06:00:00,64912.52075972,64804.10903922,65177.0,64748.0,61.98672104
2021-11-14 07:00:00,64803.0,64619.0,64871.0,64547.0,60.8980283
2021-11-14 08:00:00,64621.0,64298.0,64766.0,64061.0,121.59352852
2021-11-14 09:00:00,64299.0,64243.0,64374.0,64110.0,47.26539455
2021-11-14 10:00:00,64244.0,64396.83964568,64471.0,64199.0,35.53633223
2021-11-14 11:00:00,64372.0,64463.0,64466.0,64201.0,20.29718637
2021-11-14 12:00:00,64461.0,64578.48716318,64686.0,64233.0,117.5639003
2021-11-14 13:00:00,64583.85316473,64637.0,64768.0,64507.38764264,34.84146921
2021-11-14 14:00:00,64635.0,64377.0,64639.0,64166.0,78.71848385
2021-11-14 15:00:00,64353.0,64050.0,64353.0,63988.0,133.06263836
2021-11-14 16:00:00,64054.52269853,63700.0,64195.0,63564.0,191.90446094
2021-11-14 17:00:00,63699.0,64152.0,64200.0,63610.0,127.27490107
2021-11-14 18:00:00,64157.0,64001.0,64400.0,63856.0,129.63432376
2021-11-14 19:00:00,64002.0,64144.0,64176.0,63869.32213457,53.02249189
2021-11-14 20:00:00,64143.1751365,64190.0,64368.0,64028.0,57.56774775
2021-11-14 21:00:00,64210.59858792,64298.0,64468.0,64038.0,82.41122198
2021-11-14 22:00:00,64297.28507564,64499.0,64831.0,64297.0,128.9332883
2021-11-14 23:00:00,64502.0,65474.0,65474.0,64357.0,217.42576896
2021-11-15 00:00:00,65474.0,65875.0,66163.0,65474.0,593.30973426
2021-11-15 01:00:00,65876.0,65889.0,65942.17827222,65544.0,136.08019495
2021-11-15 02:00:00,65891.0,65685.0,65940.96617472,65643.0,87.14748728
2021-11-15 03:00:00,65685.0,65700.0,65858.0,65612.0,77.45480177
2021-11-15 04:00:00,65705.0,65751.0,65835.0,65690.90188864,108.73571032
2021-11-15 05:00:00,65755.0,65684.97550251,65879.0,65663.0,68.01230871
2021-11-15 06:00:00,65693.03830638,65649.0,65800.0,65591.0,67.69770233
2021-11-15 07:00:00,65649.0,65557.0,65726.0,65503.0,155.36404891
2021-11-15 08:00:00,65557.84359536,65712.0,65795.0,65259.65531353,232.92974069
2021-11-15 09:00:00,65712.01497091,65953.34192071,66343.87555372,65652.0,318.13323342
2021-11-15 10:00:00,65969.37169028,65905.0,66028.45609917,65675.0,121.69719899
2021-11-15 11:00:00,65906.0,65718.0,65921.0,65631.0,97.139298
2021-11-15 12:00:00,65719.0,65667.0,65926.0,65533.0,186.27099483
2021-11-15 13:00:00,65667.0,65476.0,65758.89511234,65356.0,178.73405234
