Date,Open,Close,High,Low,Volume
2021-11-01 04:00:00,4190.8,4228.7,4242.9,4146.2,1866.20804348
2021-11-01 05:00:00,4227.5,4225.21036349,4252.4,4221.3,363.52944394
2021-11-01 06:00:00,4225.2,4241.64505532,4257.0,4199.2,639.5239376
2021-11-01 07:00:00,4243.68509561,4303.1,4318.5,4243.68509561,2405.24785966
2021-11-01 08:00:00,4303.39109297,4314.1,4336.6,4298.5,2687.10291538
2021-11-01 09:00:00,4315.2,4319.9,4344.0,4315.2,970.97355101
2021-11-01 10:00:00,4320.2,4330.6,4337.6,4317.9,152.9601844
2021-11-01 11:00:00,4332.1,4318.6,4358.4,4312.5,956.28218868
2021-11-01 12:00:00,4319.0685407,4352.9,4374.9,4319.0685407,1623.02774113
2021-11-01 13:00:00,4349.3,4377.5,4377.5,4340.3,859.03224954
2021-11-01 14:00:00,4377.5,4332.8,4382.5,4313.2,1511.78630252
2021-11-01 15:00:00,4331.6,4351.0,4357.0,4325.7,1410.88905007
2021-11-01 16:00:00,4351.83349174,4300.1,4357.5,4297.25981541,1040.98543991
2021-11-01 17:00:00,4298.1,4288.7,4305.4,4274.5,1268.22690066
2021-11-01 18:00:00,4285.7,4299.0,4306.15901664,4267.59899756,948.23116607
2021-11-01 19:00:00,4297.4,4366.2,4366.9,4281.3,1152.13016019
2021-11-01 20:00:00,4366.4,4310.1,4366.4,4302.3,532.55315858
2021-11-01 21:00:00,4310.5,4296.3,4312.4,4278.8,180.58810669
2021-11-01 22:00:00,4294.5,4306.2,4340.38137238,4294.5,224.6235666
2021-11-01 23:00:00,4307.3,4321.3,4336.5,4307.3,113.16369419
2021-11-02 00:00:00,4320.4,4312.7,4350.0,4285.9,297.29573755
2021-11-02 01:00:00,4311.5,4322.72643487,4344.18509982,4299.81299226,247.50522731
2021-11-02 02:00:00,4322.64424471,4308.6,4331.6,4304.3,180.37598663
2021-11-02 03:00:00,4310.5,4321.3,4323.2,4302.0,121.8948152
2021-11-02 04:00:00,4320.4,4363.66184179,4371.8,4318.1,448.34502743
2021-11-02 05:00:00,4363.6,4365.13492893,4371.1,4342.3,308.30212267
2021-11-02 06:00:00,4365.7,4377.80297135,4389.9,4351.1,328.01293777
2021-11-02 07:00:00,4377.6,4341.3,4382.4,4340.0,295.2970201
2021-11-02 08:00:00,4342.6,4354.2,4366.5,4332.8,427.96170132
2021-11-02 09:00:00,4353.17067554,4433.8,4446.7,4343.1,2682.01248386
