,Datetime,Open,High,Low,Close
0,2022-02-03 00:00:00+00:00,5.283400058746338,5.283400058746338,5.283400058746338,5.283400058746338
1,2022-02-03 00:05:00+00:00,5.283400058746338,5.283400058746338,5.283400058746338,5.283400058746338
2,2022-02-03 00:16:00+00:00,5.283400058746338,5.283400058746338,5.283400058746338,5.283400058746338
3,2022-02-03 00:17:00+00:00,5.283400058746338,5.283400058746338,5.283400058746338,5.283400058746338
4,2022-02-03 00:18:00+00:00,5.283400058746338,5.283400058746338,5.283400058746338,5.283400058746338
5,2022-02-03 00:20:00+00:00,5.283400058746338,5.283400058746338,5.283400058746338,5.283400058746338
6,2022-02-03 00:21:00+00:00,5.283400058746338,5.283400058746338,5.283400058746338,5.283400058746338
7,2022-02-03 00:23:00+00:00,5.262199878692627,5.262199878692627,5.262199878692627,5.262199878692627
8,2022-02-03 00:27:00+00:00,5.283400058746338,5.283400058746338,5.283400058746338,5.283400058746338
9,2022-02-03 00:30:00+00:00,5.283400058746338,5.283400058746338,5.283400058746338,5.283400058746338
10,2022-02-03 00:31:00+00:00,5.283400058746338,5.283400058746338,5.283400058746338,5.283400058746338
11,2022-02-03 00:32:00+00:00,5.283400058746338,5.283400058746338,5.283400058746338,5.283400058746338
12,2022-02-03 00:33:00+00:00,5.283400058746338,5.283400058746338,5.283400058746338,5.283400058746338
13,2022-02-03 00:34:00+00:00,5.283400058746338,5.283400058746338,5.283400058746338,5.283400058746338
14,2022-02-03 00:35:00+00:00,5.283400058746338,5.283400058746338,5.283400058746338,5.283400058746338
15,2022-02-03 00:36:00+00:00,5.283400058746338,5.283400058746338,5.283400058746338,5.283400058746338
16,2022-02-03 00:37:00+00:00,5.283400058746338,5.283400058746338,5.283400058746338,5.283400058746338
17,2022-02-03 00:38:00+00:00,5.283400058746338,5.283400058746338,5.283400058746338,5.283400058746338
18,2022-02-03 00:39:00+00:00,5.283400058746338,5.283400058746338,5.283400058746338,5.283400058746338
